county_fips,shallow_soil_class,k_dry_wmpk,k_wmpk,k_sat_wmpk
37009,medium_fine_sand,0.2052,1.4412,1.5573
37011,medium_fine_sand,0.2073,1.4857,1.6057
37013,medium_fine_sand,0.2069,1.4803,1.5998
37015,medium_fine_sand,0.2166,1.5177,1.6399
37017,medium_fine_sand,0.2191,1.5775,1.705
37019,medium_fine_sand,0.2248,1.6742,1.8103
37021,medium_fine_sand,0.2087,1.4508,1.5674
37023,medium_fine_sand,0.2158,1.5084,1.6297
37025,silt_clay,0.2071,1.2599,1.4445
37027,medium_fine_sand,0.2118,1.4698,1.5879
37029,medium_fine_sand,0.1939,1.3807,1.4921
37031,medium_fine_sand,0.2159,1.6592,1.7947
37033,silt_clay,0.232,1.4145,1.6219
37035,silt_clay,0.2103,1.3101,1.503
37037,silt_clay,0.2069,1.234,1.4141
37039,medium_fine_sand,0.2105,1.4594,1.5766
37041,medium_fine_sand,0.2106,1.5404,1.6653
37043,medium_fine_sand,0.2068,1.4431,1.5592
37045,silt_clay,0.2094,1.3272,1.5233
37047,medium_fine_sand,0.2216,1.6107,1.7411
37049,medium_fine_sand,0.2112,1.5297,1.6535
37051,medium_fine_sand,0.2285,1.6271,1.7584
37053,medium_fine_sand,0.2112,1.6326,1.7661
37055,medium_fine_sand,0.2077,1.6292,1.7627
37057,silt_clay,0.2104,1.2935,1.4835
37059,silt_clay,0.2121,1.3206,1.5151
37061,medium_fine_sand,0.2288,1.7031,1.8415
37063,silt_clay,0.209,1.2642,1.4493
37065,medium_fine_sand,0.2211,1.562,1.6879
37067,silt_clay,0.2093,1.3296,1.5262
37069,silt_clay,0.2108,1.3206,1.5153
37071,silt_clay,0.2073,1.2867,1.476
37073,medium_fine_sand,0.2095,1.513,1.6354
37075,medium_fine_sand,0.2064,1.4413,1.5573
37077,silt_clay,0.21,1.2934,1.4834
37079,medium_fine_sand,0.2301,1.6735,1.8091
37081,silt_clay,0.2105,1.3173,1.5115
37083,silt_clay,0.2124,1.337,1.5343
37085,medium_fine_sand,0.2287,1.6006,1.7294
37089,medium_fine_sand,0.2081,1.4722,1.5909
37091,medium_fine_sand,0.22,1.5489,1.6737
37093,medium_fine_sand,0.2343,1.6939,1.8309
37095,medium_fine_sand,0.1929,1.4035,1.5171
37097,silt_clay,0.2093,1.3223,1.5176
37099,medium_fine_sand,0.2033,1.4436,1.56
37101,medium_fine_sand,0.2165,1.489,1.6085
37103,medium_fine_sand,0.2234,1.6019,1.7313
37105,medium_fine_sand,0.2205,1.4931,1.6126
37107,medium_fine_sand,0.2292,1.6597,1.7941
37109,silt_clay,0.2056,1.2999,1.4919
37111,medium_fine_sand,0.2134,1.4963,1.6168
37113,medium_fine_sand,0.2055,1.4624,1.5804
37115,medium_fine_sand,0.2121,1.4737,1.5922
37117,medium_fine_sand,0.216,1.5536,1.6792
37119,silt_clay,0.2067,1.2844,1.4735
37121,medium_fine_sand,0.2104,1.4662,1.5841
37123,silt_clay,0.2104,1.2235,1.4013
37125,medium_fine_sand,0.2277,1.5396,1.6628
37127,medium_fine_sand,0.2155,1.4621,1.5791
37129,medium_fine_sand,0.2241,1.698,1.8363
37131,medium_fine_sand,0.216,1.5037,1.6246
37133,medium_fine_sand,0.2274,1.7279,1.8688
37135,silt_clay,0.21,1.2767,1.4639
37137,medium_fine_sand,0.2065,1.5172,1.6403
37139,medium_fine_sand,0.2009,1.3931,1.505
37141,medium_fine_sand,0.2245,1.667,1.8024
37143,medium_fine_sand,0.2106,1.5404,1.6653
37145,silt_clay,0.2106,1.3101,1.503
37147,medium_fine_sand,0.2205,1.5479,1.6726
37149,medium_fine_sand,0.2165,1.5032,1.624
37151,silt_clay,0.2087,1.2506,1.4333
37153,medium_fine_sand,0.2192,1.4661,1.5831
37155,medium_fine_sand,0.2242,1.6024,1.7318
37157,silt_clay,0.2101,1.3253,1.5209
37159,silt_clay,0.2083,1.2829,1.4714
37161,medium_fine_sand,0.2189,1.5306,1.6538
37163,medium_fine_sand,0.2257,1.6276,1.7592
37165,medium_fine_sand,0.2325,1.6931,1.8303
37167,silt_clay,0.2075,1.1909,1.3634
37169,silt_clay,0.2105,1.3267,1.5226
37171,medium_fine_sand,0.2071,1.4201,1.534
37175,medium_fine_sand,0.2066,1.4801,1.5996
37177,silt_clay,0.1933,1.2636,1.4513
37179,silt_clay,0.2104,1.2506,1.4331
37181,silt_clay,0.2108,1.3061,1.4982
37183,silt_clay,0.2336,1.4226,1.6311
37185,silt_clay,0.2103,1.3256,1.5212
37187,medium_fine_sand,0.1928,1.373,1.4839
37189,medium_fine_sand,0.2007,1.4394,1.5557
37191,medium_fine_sand,0.2244,1.6179,1.7488
37193,medium_fine_sand,0.2138,1.478,1.5967
37195,medium_fine_sand,0.2214,1.5488,1.6735
37197,silt_clay,0.2084,1.297,1.488
37199,medium_fine_sand,0.2115,1.4822,1.6015
37605,medium_fine_sand,0.2045,1.4501,1.567
37606,medium_fine_sand,0.2017,1.4333,1.549
38001,silt_clay,0.2033,1.0443,1.4065
38003,silt_clay,0.203,1.0495,1.4141
38005,silt_clay,0.2074,1.1053,1.492
38007,silt_clay,0.2024,1.0384,1.3984
38009,silt_clay,0.2043,1.0754,1.4506
38011,silt_clay,0.2018,1.0322,1.3898
38013,silt_clay,0.2015,1.0452,1.4085
38015,silt_clay,0.2064,1.0624,1.431
38017,silt_clay,0.2008,1.05,1.4157
38019,silt_clay,0.203,1.0595,1.4283
38021,silt_clay,0.2064,1.0985,1.4826
38023,silt_clay,0.2012,1.0426,1.4049
38025,silt_clay,0.2,1.0127,1.3626
38027,medium_fine_sand,0.2089,1.2871,1.5356
38029,silt_clay,0.2059,1.0617,1.4302
38031,silt_clay,0.2078,1.1142,1.5045
38033,silt_clay,0.2002,1.014,1.3645
38035,silt_clay,0.2041,1.0786,1.4552
38037,silt_clay,0.2042,1.0602,1.4288
38039,silt_clay,0.2057,1.0987,1.4833
38041,silt_clay,0.2015,1.0179,1.3695
38043,silt_clay,0.2089,1.0792,1.454
38045,silt_clay,0.2045,1.0647,1.4351
38047,silt_clay,0.2072,1.0758,1.4499
38049,silt_clay,0.2081,1.1169,1.5083
38051,silt_clay,0.2062,1.0602,1.428
38053,silt_clay,0.2006,1.0319,1.3899
38055,silt_clay,0.2066,1.0698,1.4415
38057,silt_clay,0.2004,1.0425,1.4052
38059,silt_clay,0.2017,1.0377,1.3977
38061,silt_clay,0.2046,1.0498,1.4138
38063,silt_clay,0.2073,1.1071,1.4946
38065,silt_clay,0.1999,1.0258,1.3814
38067,silt_clay,0.1984,1.0464,1.4115
38069,silt_clay,0.2084,1.1169,1.5081
38071,silt_clay,0.2049,1.0525,1.4175
38073,silt_clay,0.2045,1.1099,1.4998
38075,silt_clay,0.2065,1.0939,1.476
38077,silt_clay,0.2004,1.0493,1.4149
38079,silt_clay,0.2066,1.0915,1.4726
38081,silt_clay,0.2038,1.0721,1.446
38083,silt_clay,0.2083,1.1001,1.4841
38085,silt_clay,0.2032,1.0444,1.4066
38087,silt_clay,0.2022,1.024,1.3778
38089,silt_clay,0.2014,1.01,1.3582
38091,silt_clay,0.2037,1.0845,1.4638
38093,silt_clay,0.2059,1.0794,1.4556
38095,silt_clay,0.2065,1.0818,1.4588
38097,silt_clay,0.1993,1.0376,1.3986
38099,silt_clay,0.2014,1.0546,1.422
38101,silt_clay,0.2042,1.0684,1.4406
38103,silt_clay,0.2052,1.066,1.4367
38105,silt_clay,0.204,1.066,1.4372
31001,silt_clay,0.2057,0.9926,1.3315
31003,medium_fine_sand,0.2182,1.3285,1.5844
31005,medium_fine_sand,0.207,1.4827,1.7767
31007,medium_fine_sand,0.217,1.3579,1.6209
31009,medium_fine_sand,0.2294,1.6639,1.9946
31011,silt_clay,0.2098,1.0717,1.4428
31013,medium_fine_sand,0.211,1.3871,1.6581
31015,silt_clay,0.2088,1.0877,1.4662
31017,medium_fine_sand,0.2253,1.5934,1.9087
31019,silt_clay,0.2144,1.0894,1.4663
31021,silt_clay,0.1937,1.0626,1.4368
31023,silt_clay,0.2062,1.1542,1.5624
31025,silt_clay,0.2004,1.1014,1.4894
31027,silt_clay,0.203,0.9957,1.337
31029,silt_clay,0.2099,1.0933,1.4737
31031,medium_fine_sand,0.2189,1.556,1.8642
31033,medium_fine_sand,0.2173,1.3379,1.5962
31035,silt_clay,0.1982,1.0839,1.4653
31037,silt_clay,0.2041,1.001,1.3442
31039,silt_clay,0.2029,0.9803,1.3151
31041,medium_fine_sand,0.2178,1.3293,1.5855
31043,silt_clay,0.195,1.077,1.4568
31045,silt_clay,0.1998,1.0572,1.4265
31047,silt_clay,0.2068,1.0151,1.3632
31049,medium_fine_sand,0.2235,1.3766,1.6424
31051,silt_clay,0.2012,0.9744,1.3073
31053,silt_clay,0.2096,1.0552,1.4193
31055,silt_clay,0.2072,1.0171,1.3659
31057,medium_fine_sand,0.2291,1.42,1.6945
31059,silt_clay,0.1953,1.0611,1.434
31061,silt_clay,0.2041,1.1375,1.5394
31063,silt_clay,0.1995,1.1089,1.5005
31065,silt_clay,0.2047,1.1329,1.5325
31067,silt_clay,0.2032,1.1191,1.5134
31069,medium_fine_sand,0.2168,1.4667,1.7548
31071,medium_fine_sand,0.2159,1.4224,1.7005
31073,silt_clay,0.2026,1.1184,1.5128
31075,medium_fine_sand,0.2143,1.5514,1.8595
31077,silt_clay,0.2151,1.1376,1.5348
31079,silt_clay,0.2155,1.1371,1.534
31081,silt_clay,0.2045,1.1429,1.547
31083,silt_clay,0.203,1.1243,1.5211
31085,silt_clay,0.2092,1.0873,1.4655
31087,silt_clay,0.2108,1.0822,1.4574
31089,medium_fine_sand,0.2222,1.4787,1.7683
31091,medium_fine_sand,0.2155,1.5541,1.8626
31093,silt_clay,0.2132,1.104,1.4876
31095,silt_clay,0.2052,1.141,1.544
31097,silt_clay,0.2077,1.1565,1.565
31099,silt_clay,0.2073,1.0056,1.3494
31101,medium_fine_sand,0.2192,1.3891,1.6587
31103,medium_fine_sand,0.2202,1.4235,1.7008
31105,medium_fine_sand,0.2185,1.34,1.5984
31107,silt_clay,0.2051,1.0481,1.4112
31109,silt_clay,0.2058,1.1401,1.5424
31111,silt_clay,0.2111,1.1169,1.507
31113,medium_fine_sand,0.216,1.3274,1.5835
31115,medium_fine_sand,0.2187,1.4397,1.7211
31117,medium_fine_sand,0.2171,1.5634,1.8737
31119,silt_clay,0.2106,1.0769,1.4499
31121,medium_fine_sand,0.2215,1.3415,1.5996
31123,medium_fine_sand,0.2191,1.4634,1.7501
31125,silt_clay,0.2093,1.0471,1.4079
31127,silt_clay,0.2017,1.1047,1.4935
31129,silt_clay,0.2022,1.1196,1.5146
31131,silt_clay,0.2054,1.1359,1.5366
31133,silt_clay,0.2082,1.1544,1.5619
31135,silt_clay,0.2095,1.1127,1.5016
31137,silt_clay,0.2067,0.9869,1.3229
31139,silt_clay,0.2126,1.0927,1.4717
31141,silt_clay,0.2056,1.0125,1.3599
31143,silt_clay,0.2095,1.0205,1.3697
31145,silt_clay,0.2068,1.0018,1.3442
31147,silt_clay,0.2024,1.1068,1.4962
31149,medium_fine_sand,0.2274,1.6162,1.9363
31151,silt_clay,0.2019,1.1065,1.496
31153,silt_clay,0.2049,1.0032,1.347
31155,silt_clay,0.2072,1.0063,1.3504
31157,medium_fine_sand,0.2171,1.4083,1.6829
31159,silt_clay,0.203,1.1172,1.5109
31161,medium_fine_sand,0.2101,1.3761,1.6448
31163,silt_clay,0.2066,1.0181,1.3676
31165,silt_clay,0.2049,1.1106,1.5007
31167,silt_clay,0.2118,1.0875,1.4646
31169,silt_clay,0.1991,1.1036,1.4931
31171,coarse_sand,0.3022,1.8027,2.0755
31173,silt_clay,0.1991,1.1077,1.4989
31175,silt_clay,0.2113,1.0828,1.458
31177,silt_clay,0.1973,1.1013,1.4906
31179,silt_clay,0.2043,0.9963,1.3373
31181,silt_clay,0.2012,1.1189,1.5142
31183,medium_fine_sand,0.2186,1.4562,1.7414
31185,silt_clay,0.1964,1.0682,1.4436
33005,medium_fine_sand,0.1873,1.4108,1.5257
33009,medium_fine_sand,0.1866,1.4079,1.5226
33015,medium_fine_sand,0.1988,1.4595,1.5779
33017,medium_fine_sand,0.2005,1.4724,1.5918
33019,medium_fine_sand,0.1909,1.4115,1.5261
33601,medium_fine_sand,0.2077,1.5761,1.7045
33602,medium_fine_sand,0.1847,1.4121,1.5273
33603,medium_fine_sand,0.1854,1.4228,1.539
33605,,,,
33607,medium_fine_sand,0.1705,1.3067,1.4134
33609,medium_fine_sand,0.1878,1.4539,1.5727
34001,medium_fine_sand,0.2135,1.6095,1.7406
34003,medium_fine_sand,0.199,1.4381,1.5544
34005,medium_fine_sand,0.2166,1.6232,1.7553
34007,medium_fine_sand,0.2222,1.6625,1.7977
34009,medium_fine_sand,0.1869,1.4647,1.5847
34011,medium_fine_sand,0.2174,1.6007,1.7305
34013,medium_fine_sand,0.1892,1.4011,1.5148
34015,medium_fine_sand,0.2309,1.6866,1.8233
34017,medium_fine_sand,0.2128,1.4907,1.6107
34019,silt_clay,0.2104,1.2187,1.3956
34021,silt_clay,0.2152,1.3013,1.4918
34023,medium_fine_sand,0.2094,1.4643,1.5822
34025,medium_fine_sand,0.2188,1.6162,1.7474
34027,medium_fine_sand,0.203,1.4061,1.5191
34029,medium_fine_sand,0.2003,1.5023,1.6246
34031,medium_fine_sand,0.1972,1.4131,1.5273
34033,medium_fine_sand,0.2165,1.539,1.6631
34035,silt_clay,0.2104,1.2336,1.4131
34037,silt_clay,0.1845,1.2297,1.413
34039,silt_clay,0.1998,1.2924,1.4841
34041,medium_fine_sand,0.1859,1.3196,1.426
35007,silt_clay,0.2022,0.7997,1.3838
35011,medium_fine_sand,0.2104,1.1377,1.6228
35019,silt_clay,0.2112,0.883,1.5397
35021,silt_clay,0.214,0.8721,1.5154
35023,silt_clay,0.2142,0.8661,1.5034
35025,medium_fine_sand,0.2255,1.2022,1.7131
35029,medium_fine_sand,0.2083,1.0951,1.559
35041,medium_fine_sand,0.2233,1.1855,1.6888
35059,silt_clay,0.2197,0.888,1.5412
35600,medium_fine_sand,0.2113,1.123,1.5999
35606,silt_clay,0.2063,0.8513,1.4818
35612,medium_fine_sand,0.2174,1.1479,1.6347
35614,silt_clay,0.2134,0.8833,1.5382
35618,medium_fine_sand,0.2157,1.1409,1.6249
35622,,,,
35630,silt_clay,0.2104,0.841,1.4575
35632,silt_clay,0.1965,0.809,1.4077
35636,silt_clay,0.1853,0.7514,1.3048
35638,silt_clay,0.2035,0.8031,1.3893
35644,silt_clay,0.2101,0.8643,1.5038
35646,silt_clay,0.1988,0.8308,1.4485
35648,silt_clay,0.206,0.8576,1.4945
35650,silt_clay,0.1931,0.8195,1.4317
35656,medium_fine_sand,0.2127,1.1151,1.5872
35660,medium_fine_sand,0.2138,1.1049,1.5711
35662,silt_clay,0.2075,0.8591,1.4959
35664,medium_fine_sand,0.215,1.1213,1.5955
35666,silt_clay,0.2115,0.8572,1.4882
35669,silt_clay,0.2119,0.8782,1.5295
35670,silt_clay,0.216,0.877,1.5231
35672,silt_clay,0.212,0.8717,1.5165
35674,silt_clay,0.2027,0.8304,1.4439
35676,medium_fine_sand,0.2128,1.1053,1.5722
35678,medium_fine_sand,0.2248,1.1425,1.6227
35682,silt_clay,0.1998,0.8334,1.4527
35687,medium_fine_sand,0.2061,1.1088,1.581
35688,medium_fine_sand,0.1989,1.0859,1.5499
35690,medium_fine_sand,0.2191,1.1898,1.6976
35692,silt_clay,0.2061,0.862,1.5032
35694,,,,
35696,,,,
35698,silt_clay,0.1954,0.8294,1.4492
35717,medium_fine_sand,0.2188,1.1655,1.6608
35719,medium_fine_sand,0.1922,1.029,1.4667
35780,silt_clay,0.1881,0.7646,1.328
35781,medium_fine_sand,0.1815,1.0424,1.4928
32602,silt_clay,0.1894,0.755,1.3078
32603,medium_fine_sand,0.2223,1.1573,1.6465
32608,medium_fine_sand,0.2276,1.2482,1.7822
32611,medium_fine_sand,0.2269,1.2507,1.7863
32612,silt_clay,0.1998,0.8136,1.4136
32621,silt_clay,0.2016,0.8314,1.4469
32622,medium_fine_sand,0.2259,1.2377,1.767
32625,medium_fine_sand,0.22,1.177,1.6776
32628,medium_fine_sand,0.2158,1.1378,1.6201
32629,medium_fine_sand,0.2185,1.1572,1.6482
32708,medium_fine_sand,0.1912,1.0193,1.4525
32709,medium_fine_sand,0.1998,1.0481,1.4918
32713,medium_fine_sand,0.2089,1.0949,1.5584
32754,medium_fine_sand,0.2188,1.1897,1.6977
32755,medium_fine_sand,0.225,1.2297,1.7553
32757,medium_fine_sand,0.2089,1.1298,1.6116
32759,silt_clay,0.1919,0.8008,1.396
32760,silt_clay,0.2119,0.8806,1.5342
32761,medium_fine_sand,0.229,1.1949,1.7002
32763,silt_clay,0.1962,0.7987,1.3877
32764,silt_clay,0.2004,0.8267,1.4389
32765,silt_clay,0.1992,0.814,1.415
32766,silt_clay,0.2155,0.8817,1.5328
32767,silt_clay,0.1977,0.7971,1.3829
32768,silt_clay,0.2105,0.864,1.5028
32769,medium_fine_sand,0.2168,1.1084,1.5749
32770,medium_fine_sand,0.219,1.1528,1.6413
32771,silt_clay,0.2046,0.8537,1.4882
32772,silt_clay,0.2071,0.8724,1.5227
32773,medium_fine_sand,0.2109,1.1228,1.5999
32774,medium_fine_sand,0.2217,1.2307,1.7585
32775,silt_clay,0.2068,0.8333,1.4457
32776,silt_clay,0.206,0.8521,1.4836
32777,silt_clay,0.2074,0.861,1.5
32778,silt_clay,0.2039,0.8524,1.4863
32779,silt_clay,0.2106,0.8637,1.5019
32780,silt_clay,0.2079,0.8443,1.4664
32781,medium_fine_sand,0.2219,1.2194,1.7412
32782,medium_fine_sand,0.215,1.1294,1.6078
32783,medium_fine_sand,0.2186,1.175,1.6754
32784,medium_fine_sand,0.212,1.1217,1.5976
32785,medium_fine_sand,0.2236,1.217,1.7367
32786,,,,
32788,medium_fine_sand,0.2192,1.2096,1.7277
32792,silt_clay,0.1949,0.8015,1.3944
32796,medium_fine_sand,0.2225,1.2286,1.755
32799,medium_fine_sand,0.2219,1.2378,1.7692
36001,silt_clay,0.2012,1.2204,1.3992
36003,silt_clay,0.2123,1.1978,1.3707
36005,medium_fine_sand,0.2217,1.5561,1.6814
36007,silt_clay,0.2135,1.2308,1.4092
36009,silt_clay,0.2079,1.1788,1.3492
36011,silt_clay,0.2077,1.2117,1.3879
36013,silt_clay,0.2111,1.2012,1.3749
36015,silt_clay,0.2118,1.2198,1.3966
36017,silt_clay,0.2113,1.228,1.4064
36019,medium_fine_sand,0.159,1.2421,1.3438
36021,silt_clay,0.1991,1.2044,1.3807
36023,silt_clay,0.2189,1.2313,1.4089
36025,silt_clay,0.2066,1.2304,1.41
36027,silt_clay,0.198,1.2625,1.4493
36029,silt_clay,0.2077,1.1935,1.3665
36031,medium_fine_sand,0.1554,1.2165,1.3161
36033,medium_fine_sand,0.1538,1.227,1.3277
36035,medium_fine_sand,0.1646,1.2811,1.3859
36037,silt_clay,0.2083,1.1947,1.3677
36039,silt_clay,0.1991,1.2013,1.3771
36041,medium_fine_sand,0.1364,1.13,1.2233
36043,medium_fine_sand,0.1596,1.2224,1.3222
36045,silt_clay,0.1844,1.1837,1.359
36047,medium_fine_sand,0.2207,1.6629,1.7983
36049,medium_fine_sand,0.1583,1.2353,1.3364
36051,silt_clay,0.2115,1.2149,1.391
36053,silt_clay,0.2081,1.2123,1.3885
36055,silt_clay,0.2081,1.2337,1.4137
36057,silt_clay,0.2108,1.238,1.4182
36059,medium_fine_sand,0.2043,1.6048,1.7364
36061,medium_fine_sand,0.2254,1.5833,1.7108
36065,silt_clay,0.1804,1.2015,1.3806
36067,silt_clay,0.2079,1.2197,1.3972
36069,silt_clay,0.2119,1.2318,1.4107
36071,silt_clay,0.197,1.2316,1.4131
36073,silt_clay,0.2028,1.1988,1.3735
36075,medium_fine_sand,0.1728,1.2985,1.4042
36077,silt_clay,0.2097,1.2129,1.3889
36079,medium_fine_sand,0.2102,1.5001,1.6212
36081,medium_fine_sand,0.2209,1.6336,1.7663
36083,silt_clay,0.1987,1.2641,1.451
36085,medium_fine_sand,0.2201,1.5979,1.7273
36087,medium_fine_sand,0.2043,1.4946,1.6158
36089,medium_fine_sand,0.1597,1.221,1.3207
36091,medium_fine_sand,0.1807,1.3555,1.4658
36093,silt_clay,0.2074,1.2127,1.389
36095,silt_clay,0.2091,1.1919,1.3643
36097,silt_clay,0.2085,1.1795,1.3499
36099,silt_clay,0.207,1.1794,1.35
36101,silt_clay,0.2107,1.2111,1.3867
36103,medium_fine_sand,0.2106,1.6365,1.7704
36105,silt_clay,0.1904,1.2318,1.4146
36107,silt_clay,0.2164,1.2409,1.4206
36109,silt_clay,0.2129,1.2081,1.3827
36111,silt_clay,0.2027,1.2263,1.4058
36113,medium_fine_sand,0.1801,1.3824,1.4953
36115,silt_clay,0.1944,1.2179,1.3975
36117,silt_clay,0.2066,1.2551,1.4391
36119,medium_fine_sand,0.2099,1.5014,1.6227
36121,silt_clay,0.2122,1.2173,1.3937
36123,silt_clay,0.2113,1.2231,1.4006
36605,silt_clay,0.2069,1.1999,1.3741
36663,,,,
36664,silt_clay,0.2068,1.2229,1.4011
36689,silt_clay,0.1912,1.2095,1.3882
39001,silt_clay,0.2179,1.3838,1.5884
39003,silt_clay,0.2427,1.2991,1.4844
39005,silt_clay,0.2242,1.2254,1.4011
39007,silt_clay,0.2239,1.2236,1.3989
39009,silt_clay,0.2129,1.3626,1.5643
39011,silt_clay,0.2367,1.4887,1.7083
39013,silt_clay,0.2189,1.3953,1.6017
39015,silt_clay,0.2268,1.43,1.6411
39017,silt_clay,0.2331,1.2661,1.4473
39019,silt_clay,0.2187,1.2035,1.3763
39021,silt_clay,0.2297,1.2879,1.4736
39023,silt_clay,0.2292,1.2833,1.4682
39025,silt_clay,0.2288,1.2192,1.393
39027,silt_clay,0.233,1.2522,1.431
39029,silt_clay,0.2214,1.203,1.3752
39031,silt_clay,0.2155,1.1986,1.371
39033,silt_clay,0.2334,1.4698,1.6867
39035,silt_clay,0.2253,1.2091,1.3816
39037,silt_clay,0.2402,1.2835,1.4665
39039,silt_clay,0.2314,1.2772,1.4607
39041,silt_clay,0.2371,1.4888,1.7084
39043,silt_clay,0.2243,1.2575,1.4388
39045,silt_clay,0.2271,1.2309,1.407
39047,silt_clay,0.2325,1.2831,1.4675
39049,silt_clay,0.2348,1.269,1.4504
39051,medium_fine_sand,0.2338,1.5246,1.6458
39053,silt_clay,0.2102,1.3758,1.5803
39055,silt_clay,0.2298,1.2217,1.3957
39057,silt_clay,0.2334,1.2851,1.4696
39059,silt_clay,0.2162,1.3719,1.5746
39061,silt_clay,0.2299,1.2274,1.4023
39063,silt_clay,0.2429,1.3126,1.5002
39065,silt_clay,0.2386,1.246,1.4227
39067,silt_clay,0.2164,1.3865,1.5917
39069,silt_clay,0.229,1.3901,1.5938
39071,silt_clay,0.2275,1.2171,1.3907
39073,silt_clay,0.2183,1.402,1.6097
39075,silt_clay,0.2184,1.2206,1.3964
39077,silt_clay,0.2306,1.2322,1.408
39079,silt_clay,0.2096,1.17,1.3385
39081,silt_clay,0.2161,1.3902,1.5962
39083,silt_clay,0.221,1.261,1.4434
39085,silt_clay,0.2261,1.2281,1.4039
39087,silt_clay,0.2131,1.3875,1.5935
39089,silt_clay,0.2235,1.2247,1.4003
39091,silt_clay,0.2326,1.2665,1.4479
39093,silt_clay,0.2274,1.4416,1.6546
39095,medium_fine_sand,0.2251,1.4915,1.6104
39097,silt_clay,0.2314,1.2791,1.4629
39099,silt_clay,0.2285,1.2165,1.3899
39101,silt_clay,0.2424,1.257,1.435
39103,silt_clay,0.2307,1.4586,1.674
39105,silt_clay,0.209,1.3727,1.5768
39107,silt_clay,0.2446,1.5117,1.734
39109,silt_clay,0.2368,1.2942,1.4797
39111,silt_clay,0.2115,1.3454,1.5443
39113,silt_clay,0.2333,1.3028,1.4904
39115,silt_clay,0.2165,1.3816,1.586
39117,silt_clay,0.2375,1.2502,1.4279
39119,silt_clay,0.2195,1.4114,1.6205
39121,silt_clay,0.2161,1.36,1.5607
39123,silt_clay,0.2216,1.2102,1.3837
39125,silt_clay,0.2241,1.2116,1.3849
39127,silt_clay,0.2175,1.3818,1.5861
39129,silt_clay,0.2314,1.3012,1.4889
39131,silt_clay,0.2143,1.388,1.5939
39133,silt_clay,0.2258,1.2297,1.4059
39135,silt_clay,0.2372,1.2967,1.4826
39137,silt_clay,0.2316,1.2589,1.4392
39139,silt_clay,0.2262,1.2255,1.4008
39141,silt_clay,0.225,1.2269,1.4027
39143,silt_clay,0.2322,1.291,1.4768
39145,silt_clay,0.2111,1.3721,1.5758
39147,silt_clay,0.2377,1.2793,1.462
39149,silt_clay,0.2419,1.2763,1.4577
39151,silt_clay,0.2222,1.2194,1.3943
39153,silt_clay,0.2269,1.2356,1.4126
39155,silt_clay,0.2312,1.2272,1.4019
39157,silt_clay,0.218,1.1994,1.3715
39159,silt_clay,0.24,1.2609,1.4401
39161,silt_clay,0.2393,1.4995,1.7206
39163,silt_clay,0.2121,1.3863,1.5922
39165,silt_clay,0.2304,1.2392,1.4162
39167,silt_clay,0.2141,1.3826,1.5876
39169,silt_clay,0.2261,1.2245,1.3996
39171,silt_clay,0.2307,1.3078,1.4967
39173,silt_clay,0.2328,1.4067,1.6126
39175,silt_clay,0.235,1.2512,1.4295
40001,silt_clay,0.2151,1.0063,1.347
40003,silt_clay,0.2292,1.1791,1.5881
40005,silt_clay,0.2193,1.1006,1.4801
40007,medium_fine_sand,0.2205,1.3347,1.5916
40009,silt_clay,0.2319,1.2039,1.6224
40011,silt_clay,0.2286,1.1701,1.5755
40013,silt_clay,0.219,1.0677,1.4332
40015,silt_clay,0.2281,1.1871,1.6001
40017,silt_clay,0.2237,1.0942,1.4691
40019,silt_clay,0.2225,1.097,1.4736
40021,silt_clay,0.2146,1.1703,1.5819
40023,silt_clay,0.218,1.0954,1.4733
40025,medium_fine_sand,0.2215,1.3338,1.5901
40027,silt_clay,0.2267,1.1237,1.51
40029,silt_clay,0.2208,1.0698,1.4354
40031,silt_clay,0.2189,1.0656,1.4302
40033,silt_clay,0.2257,1.0997,1.476
40035,silt_clay,0.2099,1.1373,1.5366
40037,silt_clay,0.2238,1.1289,1.5187
40039,silt_clay,0.2273,1.1501,1.5475
40041,silt_clay,0.2161,1.1678,1.5776
40043,medium_fine_sand,0.2334,1.4431,1.7219
40045,medium_fine_sand,0.2308,1.4525,1.7341
40047,silt_clay,0.2239,1.059,1.4186
40049,silt_clay,0.2219,1.0713,1.437
40051,silt_clay,0.2244,1.1484,1.5463
40053,silt_clay,0.2237,1.0811,1.4504
40055,silt_clay,0.2346,1.1507,1.5451
40057,silt_clay,0.237,1.1945,1.6068
40059,silt_clay,0.228,1.1964,1.6134
40061,silt_clay,0.2248,1.0735,1.4389
40063,silt_clay,0.218,1.0698,1.4366
40065,silt_clay,0.2336,1.1616,1.5612
40067,silt_clay,0.2251,1.1431,1.5384
40069,silt_clay,0.2244,1.1039,1.4826
40071,silt_clay,0.2236,1.0579,1.4172
40073,silt_clay,0.2265,1.1181,1.5021
40075,silt_clay,0.2259,1.0887,1.4603
40077,silt_clay,0.2234,1.0786,1.4468
40079,silt_clay,0.2226,1.0922,1.4667
40081,silt_clay,0.2249,1.1285,1.5175
40083,silt_clay,0.2298,1.1798,1.5889
40085,silt_clay,0.2269,1.1601,1.562
40087,silt_clay,0.2174,1.0467,1.4039
40089,silt_clay,0.2204,1.088,1.4616
40091,silt_clay,0.2189,1.0724,1.44
40093,silt_clay,0.2319,1.172,1.5769
40095,silt_clay,0.2262,1.1502,1.5481
40097,silt_clay,0.2127,1.1601,1.5681
