Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 01/06  24:00:00,56.1423709676,0.0,0.0,0.0,15.863942322,29.242365,6.0941792416,0.0,3.20568,2.8884992416
 01/07  01:00:00,55.3724199833,0.0,0.0,0.0,15.863942322,29.242365,6.08872983948,0.0,3.20568,2.88304983948
 01/07  02:00:00,56.4662796033,1.09043910531,0.0,0.0,15.863942322,29.242365,3.92609030851,0.700410308515,3.20568,0.02
 01/07  03:00:00,56.7349445955,1.36304888164,0.0,0.0,15.863942322,29.242365,7.50793948227,1.41917478643,3.20568,2.88308469584
 01/07  04:00:00,56.6632901364,1.29696926591,0.0,0.0,15.863942322,29.242365,9.35615321541,6.13047321541,3.20568,0.02
 01/07  05:00:00,58.846360419,3.26312635916,0.0,0.0,15.863942322,29.242365,46.3711814562,43.1455014562,3.20568,0.02
 01/07  06:00:00,58.8643344678,3.2808624384,0.0,0.0,15.863942322,29.242365,51.3301426611,45.241308665,3.20568,2.88315399607
 01/07  07:00:00,59.7850620371,4.1758255547,0.0,0.0,15.863942322,29.242365,64.5589336897,61.3332536897,3.20568,0.02
 01/07  08:00:00,52.4567673074,2.66598384909,0.0,0.0,15.863942322,29.242365,36.1233709601,30.0345361683,3.20568,2.88315479185
 01/07  09:00:00,49.5270316322,2.60222984524,0.0,0.0,15.863942322,29.242365,25.6017455843,22.3760655843,3.20568,0.02
 01/07  10:00:00,48.0261208495,1.09043910531,0.0,0.0,15.863942322,29.242365,11.0500082832,4.95941712234,3.20568,2.88491116085
 01/07  11:00:00,48.0279113478,1.09043910531,0.0,0.0,15.863942322,29.242365,6.56817492757,3.34249492757,3.20568,0.02
 01/07  12:00:00,47.9288343467,0.272609776328,0.0,0.0,15.863942322,29.242365,6.68113259604,0.590548090027,3.20568,2.88490450602
 01/07  13:00:00,46.9445911542,0.0,0.0,0.0,15.863942322,29.242365,6.09057786812,0.0,3.20568,2.88489786812
 01/07  14:00:00,46.9827677537,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 01/07  15:00:00,46.9945656582,0.0,0.0,0.0,15.863942322,29.242365,6.0887514007,0.0,3.20568,2.8830714007
 01/07  16:00:00,46.9809544936,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 01/07  17:00:00,49.7438142664,0.0,0.0,0.0,15.863942322,29.242365,6.08878665081,0.0,3.20568,2.88310665081
 01/07  18:00:00,55.467284929,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 01/07  19:00:00,55.4664585435,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 01/07  20:00:00,55.6742704868,0.0,0.0,0.0,15.863942322,29.242365,6.08882186577,0.0,3.20568,2.88314186577
 01/07  21:00:00,55.6439926173,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 01/07  22:00:00,56.3272339096,0.817829328983,0.0,0.0,15.863942322,29.242365,8.04274643478,1.9539728266,3.20568,2.88309360818
 01/07  23:00:00,56.7126281936,1.36304888164,0.0,0.0,15.863942322,29.242365,6.98052072078,3.75484072078,3.20568,0.02
 01/07  24:00:00,57.185208489,1.09043910531,0.0,0.0,15.863942322,29.242365,9.08582423418,2.99709978491,3.20568,2.88304444927
 01/08  01:00:00,56.6398882481,1.27570246987,0.0,0.0,15.863942322,29.242365,7.12527597788,3.89959597788,3.20568,0.02
 01/08  02:00:00,56.4500447777,1.09043910531,0.0,0.0,15.863942322,29.242365,7.53867818113,4.31299818113,3.20568,0.02
 01/08  03:00:00,57.1662431133,1.81153392188,0.0,0.0,15.863942322,29.242365,14.7705477442,8.68224917091,3.20568,2.88261857325
 01/08  04:00:00,57.8538065757,2.50273156168,0.0,0.0,15.863942322,29.242365,24.3754983818,21.1498183818,3.20568,0.02
 01/08  05:00:00,58.8256509086,3.25004157003,0.0,0.0,15.863942322,29.242365,39.4217956816,33.3329951883,3.20568,2.88312049338
 01/08  06:00:00,58.8977115878,3.34066044376,0.0,0.0,15.863942322,29.242365,42.1119909863,38.8863109863,3.20568,0.02
 01/08  07:00:00,59.5551426286,3.9692953941,0.0,0.0,15.863942322,29.242365,59.610305888,53.5214668881,3.20568,2.88315899998
 01/08  08:00:00,51.4223113396,1.63858748783,0.0,0.0,15.863942322,29.242365,17.7916837276,14.5660037276,3.20568,0.02
 01/08  09:00:00,48.3001658413,1.36304888164,0.0,0.0,15.863942322,29.242365,14.1529450209,8.06233974069,3.20568,2.88492528022
 01/08  10:00:00,47.9399928041,0.954134217147,0.0,0.0,15.863942322,29.242365,5.68759446527,2.46191446527,3.20568,0.02
 01/08  11:00:00,46.9950987636,0.0,0.0,0.0,15.863942322,29.242365,6.09055847524,0.0,3.20568,2.88487847524
 01/08  12:00:00,47.6906048185,0.0,0.0,0.0,15.863942322,29.242365,6.0904249695,0.0,3.20568,2.8847449695
 01/08  13:00:00,47.0071736045,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 01/08  14:00:00,47.0634945485,0.0,0.0,0.0,15.863942322,29.242365,6.09042149843,0.0,3.20568,2.88474149843
 01/08  15:00:00,47.0599235655,0.0,0.0,0.0,15.863942322,29.242365,6.08869406568,0.0,3.20568,2.88301406568
 01/08  16:00:00,47.0320567575,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 01/08  17:00:00,49.7763101566,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 01/08  18:00:00,55.4605122462,0.0,0.0,0.0,15.863942322,29.242365,6.08873218433,0.0,3.20568,2.88305218433
 01/08  19:00:00,55.4368606198,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 01/08  20:00:00,55.6461999395,0.0,0.0,0.0,15.863942322,29.242365,6.08877026823,0.0,3.20568,2.88309026823
 01/08  21:00:00,55.6279008064,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 01/08  22:00:00,55.5105191513,0.0,0.0,0.0,15.863942322,29.242365,6.08880830571,0.0,3.20568,2.88312830571
 01/08  23:00:00,55.3519660465,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 01/08  24:00:00,57.1829050735,1.09043910531,0.0,0.0,15.863942322,29.242365,5.44329820065,2.21761820065,3.20568,0.02
 01/09  01:00:00,56.7140073036,1.36304888164,0.0,0.0,15.863942322,29.242365,10.605644884,4.5151723976,3.20568,2.88479248638
