Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 12/03  15:00:00,34.9297403492,4.41452535351,0.0,0.0,9.17985065927,19.4245,34.0236394394,0.309166209924,25.0491,8.66537322943
 12/03  16:00:00,34.8912785912,4.41452535351,0.0,0.0,9.17985065927,19.4245,50.862991366,9.37517056713,33.3988,8.08902079884
 12/03  17:00:00,45.4607964993,4.41452535351,0.0049304650333,0.0,9.17985065927,26.9147,77.0425689775,18.2772482567,50.0982,8.66712072082
 12/03  18:00:00,46.4986400489,4.41452535351,0.0,0.0,9.17985065927,26.9147,88.0339238231,26.3575401839,50.0982,11.5781836392
 12/03  19:00:00,46.4930546615,4.41452535351,0.0,0.0,9.17985065927,26.9147,89.9875256789,25.9647567866,50.0982,13.9245688922
 12/03  20:00:00,39.1202618544,4.41452535351,0.0,0.0,9.17985065927,19.4245,77.6363594474,30.310403529,33.3988,13.9271559184
 12/03  21:00:00,39.0826280715,4.41452535351,0.0,0.0,9.17985065927,19.4245,81.0219689634,36.0447844175,33.3988,11.5783845459
 12/03  22:00:00,39.0035301227,4.41452535351,0.0,0.0,9.17985065927,19.4245,84.8954868753,45.9223348037,25.0491,13.9240520715
 12/03  23:00:00,38.8850647132,4.41452535351,0.0,0.0,9.17985065927,19.4245,79.7926180044,52.0951565704,16.6994,10.998061434
 12/03  24:00:00,39.6903547192,4.41452535351,0.0,0.0,9.17985065927,19.4245,64.8939923829,50.1999531852,8.3497,6.34433919776
 12/04  01:00:00,22.9410737372,4.41452535351,0.0,0.0,4.58992532963,8.1892,66.0114006475,56.9029248093,3.33988,5.76859583826
 12/04  02:00:00,14.6926391958,0.0,0.0,0.0,1.52997510988,7.4902,3.35988,0.0,3.33988,0.02
 12/04  03:00:00,14.715570494,0.0,0.0,0.0,1.52997510988,7.4902,3.35988,0.0,3.33988,0.02
 12/04  04:00:00,14.7331565764,0.0,0.0,0.0,1.52997510988,7.4902,3.93195851037,0.0,3.33988,0.592078510365
 12/04  05:00:00,14.8857987265,0.0,0.0,0.0,1.52997510988,7.4902,3.35988,0.0,3.33988,0.02
 12/04  06:00:00,23.0451101511,4.41452535351,0.0,0.0,4.58992532963,8.1892,70.5232766649,61.5814922631,8.3497,0.592084401771
 12/04  07:00:00,39.0160316719,4.41452535351,0.0158293612069,0.0,9.17985065927,19.4245,76.2384645467,55.5008087408,16.6994,4.03825580587
 12/04  08:00:00,42.2579107825,4.41452535351,0.0181012447483,0.0,9.17985065927,26.9147,87.6104408579,45.6921372769,25.0491,16.869203581
 12/04  09:00:00,42.3009745175,4.41452535351,0.000770719087182,0.0,9.17985065927,26.9147,80.0204766422,30.9351763425,33.3988,15.6865002996
 12/04  10:00:00,34.8673948792,4.41452535351,0.0,0.0,9.17985065927,19.4245,52.6083745639,14.807692665,25.0491,12.7515818988
 12/04  11:00:00,42.3906730123,4.41452535351,0.00246481562825,0.0,9.17985065927,26.9147,61.0811322126,7.75460918358,41.7485,11.578023029
 12/04  12:00:00,43.1536379624,4.41452535351,0.0100057692595,0.0,9.17985065927,26.9147,53.9203030999,0.0,41.7485,12.1718030999
 12/04  13:00:00,42.9061637599,4.41452535351,0.408305519395,0.0,9.17985065927,26.9147,53.3277021936,0.0,41.7485,11.5792021936
