Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 01/04  01:00:00,102.843483725,21.9574095331,0.0650699618436,10.938823666,4.12243109448,15.9888894789,81.3301859291,78.3384555113,2.97173041782,0.02
 01/04  02:00:00,117.507741171,26.3927604403,0.0266435255536,10.7244925139,4.12243109448,15.9888894789,111.831733627,108.840003209,2.97173041782,0.02
 01/04  03:00:00,110.018070479,21.9574095331,0.0,16.2605772779,4.12243109448,15.9888894789,97.6179137382,94.6261833204,2.97173041782,0.02
 01/04  04:00:00,121.821081116,26.3927604403,0.0,14.2726816521,4.12243109448,15.9888894789,119.492606401,116.500875984,2.97173041782,0.02
 01/04  05:00:00,154.283140226,31.7650015484,0.0,16.7098812223,12.3672932834,24.9413748627,131.648991932,126.676107902,4.9528840297,0.02
 01/04  06:00:00,178.655672027,31.3058507053,1.23300727006,40.5039018626,12.3672932834,24.9413748627,180.106757111,175.133873082,4.9528840297,0.02
 01/04  07:00:00,238.600355672,32.3189569179,2.59796943617,41.2268753996,24.7345865669,70.7195625826,191.418830159,172.911178625,9.90576805939,8.60188347533
 01/04  08:00:00,249.168522505,32.407762496,4.62286575602,29.488809373,37.1018798503,92.3937384068,158.772151954,148.846383894,9.90576805939,0.02
 01/04  09:00:00,249.332471635,32.4306666442,7.37520094979,24.5389188264,37.1018798503,104.434947198,142.095619323,132.169851264,9.90576805939,0.02
 01/04  10:00:00,258.436997187,32.4627238572,11.5638737627,20.7958855331,37.1018798503,116.476155989,132.839530428,114.301363016,9.90576805939,8.63239935258
 01/04  11:00:00,256.535282281,32.5056457199,15.5720539191,17.8257548999,37.1018798503,116.476155989,109.2539473,99.3281792409,9.90576805939,0.02
 01/04  12:00:00,253.646024329,32.5523265368,17.1971315862,15.1116854845,37.1018798503,116.476155989,114.460712406,95.9151479131,9.90576805939,8.63979643366
 01/04  13:00:00,239.99634984,32.5950507625,19.4468417198,12.5842533314,37.1018798503,104.434947198,103.550669876,93.6249018162,9.90576805939,0.02
 01/04  14:00:00,248.013759489,32.6373177134,21.6797694532,10.3729758031,37.1018798503,116.476155989,109.99337772,91.4488617432,9.90576805939,8.63874791748
 01/04  15:00:00,246.663207621,32.6761775453,23.0599789468,8.6434672336,37.1018798503,116.476155989,99.3351942205,89.4094261611,9.90576805939,0.02
 01/04  16:00:00,245.489384871,32.7181860982,23.0400966862,7.64140272578,37.1018798503,116.476155989,106.614950066,88.0730910657,9.90576805939,8.63609094096
 01/04  17:00:00,245.981457973,32.7488018057,21.2149598757,7.15343610414,37.1018798503,116.476155989,97.5168279224,87.591059863,9.90576805939,0.02
 01/04  18:00:00,254.942345321,32.7700332865,20.2435440355,6.88452735331,37.1018798503,116.476155989,105.952284882,87.4259127176,9.90576805939,8.62060410503
 01/04  19:00:00,168.307744057,30.8281113474,16.9630559755,0.0,24.7345865669,47.5788473902,75.2177284739,70.2448444442,4.9528840297,0.02
 01/04  20:00:00,173.778605656,31.2965564479,16.775241235,0.0,24.7345865669,47.5788473902,79.2673783119,74.2944942822,4.9528840297,0.02
 01/04  21:00:00,154.813316972,29.8912211464,16.5498854378,0.0383120394778,12.3672932834,38.6892022431,91.4579448721,88.4662144542,2.97173041782,0.02
 01/04  22:00:00,124.02632267,22.7916841855,12.9516570807,0.0261591114308,12.3672932834,27.0668015668,79.2179407987,76.2262103809,2.97173041782,0.02
 01/04  23:00:00,96.8789695785,20.5520742316,10.7165541807,0.632023244614,4.12243109448,15.9888894789,71.9167989626,68.9250685448,2.97173041782,0.02
 01/04  24:00:00,113.803265459,24.5189800383,15.4313817631,0.0,4.12243109448,15.9888894789,92.020264424,89.0285340062,2.97173041782,0.02
 01/05  01:00:00,99.1491003356,20.7394522718,11.8352153453,1.44885188075,4.12243109448,15.9888894789,74.2823583673,71.2906279495,2.97173041782,0.02
 01/05  02:00:00,111.865877362,24.5189800383,15.600104667,0.0,4.12243109448,15.9888894789,94.0493241234,91.0575937056,2.97173041782,0.02
 01/05  03:00:00,99.6114745466,21.0205193321,13.9433553268,2.42687208655,4.12243109448,15.9888894789,75.8231715463,72.8314411285,2.97173041782,0.02
 01/05  04:00:00,114.030245213,25.4558702393,16.9454471462,1.98502022026,4.12243109448,15.9888894789,95.0103281731,92.0185977553,2.97173041782,0.02
 01/05  05:00:00,143.768497838,31.1404080811,18.9701831574,2.48516385378,12.3672932834,24.9413748627,105.06875635,100.09587232,4.9528840297,0.02
 01/05  06:00:00,171.144601313,31.8456975294,21.7853742237,26.7371052136,12.3672932834,24.9413748627,167.605138079,162.632254049,4.9528840297,0.02
 01/05  07:00:00,217.954808614,32.401871725,19.9169045574,20.0373891002,24.7345865669,70.7195625826,134.72836646,124.8025984,9.90576805939,0.02
 01/05  08:00:00,231.112726515,32.609757962,20.8291925387,12.6387610275,37.1018798503,92.3937384068,123.967447981,105.453958394,9.90576805939,8.60772152766
 01/05  09:00:00,231.993167659,32.7555279968,22.0233458421,7.91457208695,37.1018798503,104.434947198,106.777111343,96.851343284,9.90576805939,0.02
 01/05  10:00:00,244.248222349,33.0126448024,24.0291145196,5.81084343283,37.1018798503,116.476155989,100.021813622,90.0960455626,9.90576805939,0.02
 01/05  11:00:00,248.848241374,33.3833454327,26.6582661334,4.98268985131,37.1018798503,116.476155989,103.508227948,84.9643405278,9.90576805939,8.63811936103
 01/05  12:00:00,253.193892738,33.9153140646,30.2203537582,3.7269450094,37.1018798503,116.476155989,98.8260033256,80.281865225,9.90576805939,8.63837004121
 01/05  13:00:00,243.977581152,34.3284690992,31.9663601154,2.5179142149,37.1018798503,104.434947198,86.9750234327,77.0492553733,9.90576805939,0.02
 01/05  14:00:00,250.551201653,34.5414285607,28.7653460935,1.76746371881,37.1018798503,116.476155989,94.0625808595,75.5169217838,9.90576805939,8.63989101631
 01/05  15:00:00,240.183484325,34.4411592372,23.9111847187,1.42933434038,37.1018798503,116.476155989,85.869204181,75.9434361216,9.90576805939,0.02
 01/05  16:00:00,235.455517678,34.254981685,21.7378728159,1.36074548405,37.1018798503,116.476155989,95.3629836578,76.8211083237,9.90576805939,8.63610727474
 01/05  17:00:00,236.765927343,33.8661839414,19.8427041977,1.39225982485,37.1018798503,116.476155989,89.3138187707,79.3880507113,9.90576805939,0.02
 01/05  18:00:00,254.032482351,33.5464694211,18.9003408843,1.5336368291,37.1018798503,116.476155989,91.1075143048,81.1817462454,9.90576805939,0.02
 01/05  19:00:00,174.95666499,30.7890742557,15.3106802518,0.0,24.7345865669,47.5788473902,78.4748378729,64.9120540895,4.9528840297,8.60989975365
 01/05  20:00:00,174.770185242,31.6088531816,14.0165432005,0.0,24.7345865669,47.5788473902,75.3453760663,70.3724920366,4.9528840297,0.02
 01/05  21:00:00,150.424685918,29.4227760459,12.8736045565,0.0,12.3672932834,38.6892022431,88.7703263092,85.7785958913,2.97173041782,0.02
 01/05  22:00:00,120.490122949,23.9627969367,9.49443313931,0.0110633684878,12.3672932834,27.0668015668,77.94073077,74.9490003522,2.97173041782,0.02
 01/05  23:00:00,91.6974755965,19.6151840306,7.7643828354,0.0,4.12243109448,15.9888894789,71.0282752573,68.0365448395,2.97173041782,0.02
 01/05  24:00:00,110.293278757,25.6900927895,9.86823234601,0.326086456973,4.12243109448,15.9888894789,91.2952035901,88.3034731723,2.97173041782,0.02
 01/06  01:00:00,94.9117320377,20.0836291311,7.58918303792,0.283495566192,4.12243109448,15.9888894789,74.6369126419,71.645182224,2.97173041782,0.02
 01/06  02:00:00,113.37320069,25.4558702393,10.0381464529,0.792136510387,4.12243109448,15.9888894789,93.5472504892,90.5555200714,2.97173041782,0.02
 01/06  03:00:00,101.485221308,21.4889644326,8.01352799822,2.58157078399,4.12243109448,15.9888894789,75.8744030518,72.882672634,2.97173041782,0.02
 01/06  04:00:00,120.59682762,26.8612055408,9.6630665614,4.92648112077,4.12243109448,15.9888894789,95.0611288403,92.0693984224,2.97173041782,0.02
